student_name,student_id,age,study_hours,attendance,assignment_delay,stress,gpa,internet,part_time_job,family_problems,scholarship,department,semester
Student 5242,STU5242,19,3,86,0,7,2,Yes,No,No,Yes,Business,Semester 3
Student 5243,STU5243,22,4,78,2,7,0,Yes,No,Yes,No,Computer Science,Semester 1
Student 5244,STU5244,22,3,79,3,5,1,No,No,No,No,Engineering,Semester 2
Student 5245,STU5245,23,1,78,1,4,3,Yes,Yes,Yes,Yes,Data Science,Semester 2
Student 5246,STU5246,21,4,100,2,7,2,Yes,Yes,Yes,Yes,Engineering,Semester 4
Student 5247,STU5247,19,3,83,1,3,3,Yes,No,No,Yes,Engineering,Semester 2
Student 5248,STU5248,17,4,75,2,4,3,No,Yes,No,No,Data Science,Semester 1
Student 5249,STU5249,22,3,61,1,6,1,Yes,No,Yes,No,Data Science,Semester 3
Student 5250,STU5250,21,3,68,2,2,2,Yes,Yes,Yes,No,Engineering,Semester 3
Student 5251,STU5251,18,6,79,2,6,2,Yes,Yes,No,No,Business,Semester 3
Student 5252,STU5252,19,3,95,1,7,3,No,No,No,Yes,Data Science,Semester 4
Student 5253,STU5253,20,4,100,2,8,3,Yes,Yes,No,Yes,Engineering,Semester 1
Student 5254,STU5254,17,6,80,1,4,3,Yes,No,No,Yes,Engineering,Semester 4
Student 5255,STU5255,19,2,84,4,4,3,No,No,Yes,Yes,Engineering,Semester 3
Student 5256,STU5256,18,5,80,2,6,2,Yes,No,No,No,Business,Semester 3
Student 5257,STU5257,20,3,85,0,4,2,Yes,No,No,No,Software Engineering,Semester 1
Student 5258,STU5258,19,3,80,2,4,4,Yes,Yes,No,Yes,Software Engineering,Semester 4
Student 5259,STU5259,17,4,77,1,6,2,Yes,No,Yes,Yes,Data Science,Semester 1
Student 5260,STU5260,25,5,76,1,6,2,No,No,No,Yes,Software Engineering,Semester 3
Student 5261,STU5261,23,2,87,1,2,3,Yes,No,No,No,Computer Science,Semester 1
Student 5262,STU5262,19,4,92,2,3,3,Yes,No,Yes,No,Data Science,Semester 1
Student 5263,STU5263,21,3,78,0,2,0,Yes,No,Yes,No,Data Science,Semester 4
Student 5264,STU5264,21,4,87,0,2,4,Yes,No,No,Yes,Engineering,Semester 4
Student 5265,STU5265,23,5,83,3,3,2,No,No,No,No,Computer Science,Semester 1
Student 5266,STU5266,19,4,78,3,5,2,Yes,Yes,Yes,Yes,Software Engineering,Semester 2
Student 5267,STU5267,23,4,87,1,5,3,Yes,Yes,No,No,Data Science,Semester 2
Student 5268,STU5268,19,2,92,0,1,3,Yes,No,Yes,No,Computer Science,Semester 4
Student 5269,STU5269,18,3,75,2,3,0,No,Yes,Yes,No,Business,Semester 3
Student 5270,STU5270,22,4,79,1,5,4,Yes,Yes,No,No,Business,Semester 3
Student 5271,STU5271,23,4,93,2,5,0,Yes,Yes,No,No,Engineering,Semester 4
Student 5272,STU5272,26,5,81,0,4,3,Yes,No,No,Yes,Computer Science,Semester 4
Student 5273,STU5273,18,4,60,1,5,1,Yes,No,No,Yes,Data Science,Semester 1
Student 5274,STU5274,22,4,83,0,5,3,Yes,No,No,No,Business,Semester 3
Student 5275,STU5275,20,2,82,4,4,1,Yes,No,No,Yes,Business,Semester 2
Student 5276,STU5276,22,5,90,3,5,3,Yes,No,No,Yes,Software Engineering,Semester 4
Student 5277,STU5277,17,5,81,0,4,3,Yes,No,No,No,Software Engineering,Semester 4
Student 5278,STU5278,18,3,81,3,7,3,Yes,No,No,No,Computer Science,Semester 3
Student 5279,STU5279,19,4,81,0,4,3,No,No,Yes,No,Software Engineering,Semester 3
Student 5280,STU5280,21,5,83,1,6,2,Yes,No,No,Yes,Computer Science,Semester 2
Student 5281,STU5281,19,2,94,4,6,1,No,No,No,Yes,Data Science,Semester 4
Student 5282,STU5282,22,4,87,1,4,2,Yes,No,No,No,Data Science,Semester 2
Student 5283,STU5283,23,3,73,0,2,0,Yes,No,No,No,Data Science,Semester 1
Student 5284,STU5284,22,4,84,2,4,4,No,No,Yes,No,Software Engineering,Semester 1
Student 5285,STU5285,24,3,84,1,6,1,Yes,No,Yes,No,Software Engineering,Semester 4
Student 5286,STU5286,21,4,85,1,2,3,Yes,No,Yes,No,Engineering,Semester 1
Student 5287,STU5287,18,5,70,0,6,1,No,No,No,Yes,Business,Semester 3
Student 5288,STU5288,24,2,83,2,7,0,Yes,No,No,Yes,Data Science,Semester 3
Student 5289,STU5289,19,1,77,1,8,0,Yes,No,Yes,Yes,Software Engineering,Semester 3
Student 5290,STU5290,23,3,70,4,6,1,Yes,No,No,No,Business,Semester 2
Student 5291,STU5291,24,5,91,1,6,2,Yes,Yes,Yes,Yes,Data Science,Semester 3
Student 5292,STU5292,22,2,79,3,5,1,Yes,No,Yes,No,Data Science,Semester 2
Student 5293,STU5293,17,3,79,7,3,3,Yes,No,No,No,Business,Semester 4
Student 5294,STU5294,19,5,89,4,3,3,Yes,No,No,Yes,Business,Semester 4
Student 5295,STU5295,23,5,90,1,2,3,Yes,Yes,Yes,No,Software Engineering,Semester 3
Student 5296,STU5296,20,4,80,1,5,3,Yes,No,Yes,No,Business,Semester 3
Student 5297,STU5297,21,4,82,2,6,0,Yes,No,No,No,Business,Semester 4
Student 5298,STU5298,22,5,73,0,5,1,Yes,Yes,Yes,No,Software Engineering,Semester 2
Student 5299,STU5299,22,3,74,2,6,2,Yes,No,No,Yes,Data Science,Semester 2
Student 5300,STU5300,21,4,92,3,6,2,Yes,No,No,Yes,Business,Semester 2
Student 5301,STU5301,20,2,82,1,3,2,Yes,No,No,Yes,Engineering,Semester 1
Student 5302,STU5302,20,6,89,3,5,3,Yes,No,No,No,Computer Science,Semester 1
Student 5303,STU5303,22,5,80,2,5,2,Yes,Yes,No,No,Business,Semester 3
Student 5304,STU5304,22,4,85,2,4,0,No,No,Yes,No,Business,Semester 3
Student 5305,STU5305,20,3,68,1,1,2,Yes,No,No,Yes,Computer Science,Semester 4
Student 5306,STU5306,23,4,88,2,3,3,Yes,Yes,Yes,No,Engineering,Semester 3
Student 5307,STU5307,20,3,81,1,4,1,Yes,No,No,No,Data Science,Semester 4
Student 5308,STU5308,19,3,78,0,5,2,Yes,No,No,No,Engineering,Semester 1
Student 5309,STU5309,19,4,87,3,5,2,No,No,No,Yes,Computer Science,Semester 3
Student 5310,STU5310,18,4,89,3,5,1,No,Yes,No,No,Business,Semester 2
Student 5311,STU5311,20,5,78,3,7,0,Yes,No,No,Yes,Data Science,Semester 4
Student 5312,STU5312,23,2,72,1,5,2,Yes,No,Yes,Yes,Engineering,Semester 2
Student 5313,STU5313,19,4,95,4,5,3,No,Yes,No,Yes,Engineering,Semester 1
Student 5314,STU5314,21,2,80,1,7,2,No,Yes,No,Yes,Data Science,Semester 2
Student 5315,STU5315,19,3,66,2,7,0,Yes,Yes,No,No,Engineering,Semester 2
Student 5316,STU5316,20,4,78,3,6,1,Yes,No,Yes,Yes,Computer Science,Semester 3
Student 5317,STU5317,17,5,85,2,8,0,Yes,Yes,Yes,No,Data Science,Semester 2
Student 5318,STU5318,20,3,81,2,3,2,No,Yes,Yes,Yes,Computer Science,Semester 2
Student 5319,STU5319,20,2,81,3,5,0,Yes,No,Yes,Yes,Data Science,Semester 1
Student 5320,STU5320,22,5,79,3,10,2,Yes,No,No,Yes,Computer Science,Semester 2
Student 5321,STU5321,21,6,78,2,6,1,Yes,No,Yes,Yes,Business,Semester 4
Student 5322,STU5322,18,2,71,3,5,1,Yes,No,Yes,Yes,Business,Semester 2
Student 5323,STU5323,23,0,71,0,5,0,Yes,Yes,No,No,Engineering,Semester 4
Student 5324,STU5324,21,4,69,1,5,3,No,No,No,No,Data Science,Semester 3
Student 5325,STU5325,21,3,91,0,8,0,Yes,Yes,No,Yes,Data Science,Semester 4
Student 5326,STU5326,21,2,79,0,6,3,Yes,No,No,Yes,Computer Science,Semester 4
Student 5327,STU5327,19,4,93,2,5,2,Yes,No,Yes,Yes,Engineering,Semester 3
Student 5328,STU5328,21,6,90,0,2,2,Yes,Yes,Yes,No,Engineering,Semester 3
Student 5329,STU5329,22,4,80,1,4,0,Yes,No,Yes,No,Data Science,Semester 1
Student 5330,STU5330,17,5,87,2,5,2,Yes,No,No,No,Business,Semester 4
Student 5331,STU5331,19,4,85,1,5,2,Yes,Yes,Yes,Yes,Data Science,Semester 3
Student 5332,STU5332,20,4,78,1,7,0,Yes,No,No,Yes,Data Science,Semester 2
Student 5333,STU5333,21,6,64,4,5,1,Yes,No,Yes,Yes,Software Engineering,Semester 1
Student 5334,STU5334,23,2,83,3,7,2,Yes,No,No,No,Computer Science,Semester 2
Student 5335,STU5335,19,4,87,2,2,4,No,No,No,Yes,Computer Science,Semester 2
Student 5336,STU5336,19,3,77,1,4,0,No,No,No,No,Software Engineering,Semester 3
Student 5337,STU5337,19,3,98,1,6,3,Yes,Yes,No,No,Engineering,Semester 1
Student 5338,STU5338,19,2,90,2,9,3,Yes,Yes,No,No,Computer Science,Semester 1
Student 5339,STU5339,20,4,70,1,5,1,No,No,No,Yes,Engineering,Semester 3
Student 5340,STU5340,22,4,80,1,7,1,Yes,Yes,No,No,Business,Semester 4
Student 5341,STU5341,18,3,75,3,7,1,Yes,No,No,Yes,Engineering,Semester 1
Student 5342,STU5342,21,5,79,0,7,1,No,No,No,No,Computer Science,Semester 2
Student 5343,STU5343,17,4,87,2,6,2,Yes,Yes,No,Yes,Engineering,Semester 4
Student 5344,STU5344,19,1,80,1,4,0,Yes,Yes,No,Yes,Business,Semester 1
Student 5345,STU5345,20,4,77,1,8,1,No,No,Yes,Yes,Software Engineering,Semester 2
Student 5346,STU5346,24,2,82,1,3,1,Yes,No,Yes,No,Computer Science,Semester 1
Student 5347,STU5347,20,5,88,2,3,3,Yes,No,No,Yes,Business,Semester 1
Student 5348,STU5348,17,6,88,0,8,2,Yes,No,Yes,No,Data Science,Semester 3
Student 5349,STU5349,17,5,86,1,6,2,Yes,Yes,Yes,Yes,Software Engineering,Semester 3
Student 5350,STU5350,21,4,93,1,3,3,Yes,No,No,Yes,Software Engineering,Semester 4
Student 5351,STU5351,22,4,81,2,2,3,Yes,Yes,No,No,Computer Science,Semester 1
Student 5352,STU5352,21,3,79,2,2,2,No,No,No,Yes,Business,Semester 4
Student 5353,STU5353,21,4,80,2,9,0,Yes,No,No,No,Data Science,Semester 2
Student 5354,STU5354,23,2,75,3,5,3,Yes,No,No,No,Business,Semester 3
Student 5355,STU5355,19,6,75,2,4,2,Yes,No,No,No,Engineering,Semester 3
Student 5356,STU5356,23,2,87,1,8,3,Yes,No,Yes,Yes,Computer Science,Semester 4
Student 5357,STU5357,17,1,88,3,6,1,Yes,No,Yes,No,Engineering,Semester 4
Student 5358,STU5358,19,3,60,2,4,1,No,No,No,No,Engineering,Semester 3
Student 5359,STU5359,17,4,89,1,7,3,No,No,No,No,Software Engineering,Semester 4
Student 5360,STU5360,20,4,63,4,5,3,Yes,Yes,Yes,Yes,Software Engineering,Semester 1
Student 5361,STU5361,20,3,76,4,6,0,Yes,No,No,No,Engineering,Semester 2
Student 5362,STU5362,21,4,79,1,5,2,Yes,Yes,No,No,Business,Semester 4
Student 5363,STU5363,21,4,71,5,3,2,Yes,Yes,No,No,Computer Science,Semester 2
Student 5364,STU5364,19,2,80,1,3,1,Yes,Yes,No,No,Computer Science,Semester 1
Student 5365,STU5365,20,2,97,3,5,2,Yes,No,No,No,Business,Semester 2
Student 5366,STU5366,17,1,69,3,5,2,No,Yes,No,Yes,Engineering,Semester 3
Student 5367,STU5367,24,5,86,0,6,2,Yes,No,No,Yes,Computer Science,Semester 2
Student 5368,STU5368,20,2,89,1,4,1,Yes,No,Yes,Yes,Software Engineering,Semester 4
Student 5369,STU5369,19,1,86,1,7,0,Yes,Yes,No,Yes,Data Science,Semester 4
Student 5370,STU5370,24,3,94,2,3,2,Yes,No,No,No,Software Engineering,Semester 3
Student 5371,STU5371,18,5,89,3,6,2,Yes,Yes,No,No,Business,Semester 3
Student 5372,STU5372,18,4,87,2,3,2,Yes,No,No,No,Data Science,Semester 1
Student 5373,STU5373,18,4,90,5,5,3,Yes,No,No,No,Computer Science,Semester 3
Student 5374,STU5374,20,6,89,0,3,1,Yes,No,No,Yes,Computer Science,Semester 2
Student 5375,STU5375,21,5,79,0,4,3,Yes,Yes,Yes,Yes,Data Science,Semester 2
Student 5376,STU5376,22,0,87,1,3,1,Yes,No,No,No,Computer Science,Semester 2
Student 5377,STU5377,26,3,79,1,3,0,Yes,No,No,No,Data Science,Semester 2
Student 5378,STU5378,17,4,71,2,7,1,Yes,No,No,No,Engineering,Semester 2
Student 5379,STU5379,22,4,96,5,3,4,Yes,No,No,No,Business,Semester 3
Student 5380,STU5380,19,4,77,2,6,1,Yes,Yes,Yes,Yes,Software Engineering,Semester 1
Student 5381,STU5381,19,7,90,4,7,3,Yes,No,Yes,No,Data Science,Semester 1
Student 5382,STU5382,19,4,86,1,5,1,Yes,Yes,No,No,Data Science,Semester 4
Student 5383,STU5383,19,1,74,2,5,1,Yes,Yes,No,Yes,Engineering,Semester 2
Student 5384,STU5384,24,0,75,2,3,0,Yes,No,Yes,Yes,Software Engineering,Semester 3
Student 5385,STU5385,22,5,85,1,2,2,Yes,No,No,No,Engineering,Semester 4
Student 5386,STU5386,21,3,85,3,3,2,Yes,No,No,No,Engineering,Semester 1
Student 5387,STU5387,24,2,79,5,3,3,Yes,Yes,No,Yes,Business,Semester 2
Student 5388,STU5388,17,3,69,0,6,1,No,Yes,No,No,Computer Science,Semester 3
Student 5389,STU5389,18,3,88,1,3,4,Yes,No,No,No,Software Engineering,Semester 1
Student 5390,STU5390,17,3,58,0,5,1,No,No,No,No,Engineering,Semester 3
Student 5391,STU5391,19,1,84,0,5,0,Yes,Yes,Yes,No,Computer Science,Semester 2
Student 5392,STU5392,21,4,91,2,5,2,Yes,No,No,No,Computer Science,Semester 3
Student 5393,STU5393,21,4,67,3,5,2,No,Yes,No,No,Computer Science,Semester 1
Student 5394,STU5394,21,4,83,1,7,1,Yes,No,No,Yes,Computer Science,Semester 1
Student 5395,STU5395,17,3,78,0,6,3,Yes,No,No,No,Business,Semester 4
Student 5396,STU5396,22,4,83,3,6,1,Yes,No,No,Yes,Business,Semester 3
Student 5397,STU5397,21,4,89,2,4,3,Yes,No,No,Yes,Engineering,Semester 4
Student 5398,STU5398,22,1,71,1,6,2,Yes,No,No,No,Computer Science,Semester 1
Student 5399,STU5399,17,2,80,1,6,1,Yes,No,No,No,Engineering,Semester 4
Student 5400,STU5400,21,4,80,1,5,3,No,No,No,No,Data Science,Semester 4
Student 5401,STU5401,18,3,66,4,4,0,Yes,No,No,Yes,Business,Semester 3
Student 5402,STU5402,20,5,86,1,5,2,No,Yes,No,No,Business,Semester 3
Student 5403,STU5403,22,2,95,2,9,1,No,No,Yes,Yes,Software Engineering,Semester 4
Student 5404,STU5404,21,4,87,2,5,2,Yes,Yes,No,Yes,Data Science,Semester 2
Student 5405,STU5405,19,6,83,1,8,1,Yes,No,No,No,Business,Semester 2
Student 5406,STU5406,21,3,89,3,2,3,No,Yes,No,Yes,Computer Science,Semester 3
Student 5407,STU5407,17,2,77,0,5,1,No,No,Yes,No,Computer Science,Semester 1
Student 5408,STU5408,23,3,74,4,7,2,Yes,Yes,No,No,Computer Science,Semester 2
Student 5409,STU5409,20,5,86,2,6,3,Yes,Yes,No,No,Engineering,Semester 1
Student 5410,STU5410,23,3,83,2,6,2,Yes,Yes,No,Yes,Business,Semester 3
Student 5411,STU5411,19,4,84,2,4,3,Yes,No,Yes,Yes,Engineering,Semester 1
Student 5412,STU5412,19,4,75,3,7,0,Yes,No,No,No,Business,Semester 4
Student 5413,STU5413,19,4,70,2,2,1,Yes,No,No,No,Software Engineering,Semester 1
Student 5414,STU5414,22,4,73,3,5,0,Yes,Yes,No,No,Engineering,Semester 3
Student 5415,STU5415,19,4,75,2,5,1,Yes,No,No,Yes,Business,Semester 2
Student 5416,STU5416,22,5,65,3,4,1,Yes,No,Yes,No,Software Engineering,Semester 4
Student 5417,STU5417,20,4,85,0,5,3,Yes,Yes,No,Yes,Business,Semester 2
Student 5418,STU5418,17,5,71,0,2,1,Yes,No,No,No,Data Science,Semester 1
Student 5419,STU5419,19,3,71,2,3,2,Yes,No,No,No,Engineering,Semester 3
Student 5420,STU5420,18,3,79,3,7,1,Yes,No,No,Yes,Computer Science,Semester 3
Student 5421,STU5421,21,7,74,0,5,3,Yes,Yes,No,No,Software Engineering,Semester 2
Student 5422,STU5422,18,4,54,1,5,4,Yes,No,No,No,Software Engineering,Semester 4
Student 5423,STU5423,23,5,70,4,7,1,No,Yes,No,No,Computer Science,Semester 3
Student 5424,STU5424,20,2,86,2,8,0,Yes,No,Yes,No,Software Engineering,Semester 3
Student 5425,STU5425,20,4,79,2,8,2,Yes,No,No,No,Computer Science,Semester 1
Student 5426,STU5426,22,3,69,0,2,3,Yes,No,Yes,No,Computer Science,Semester 4
Student 5427,STU5427,23,6,93,0,8,1,No,No,Yes,Yes,Business,Semester 4
Student 5428,STU5428,21,3,76,1,3,3,Yes,Yes,Yes,Yes,Engineering,Semester 1
Student 5429,STU5429,19,3,86,1,6,2,Yes,No,No,Yes,Data Science,Semester 2
Student 5430,STU5430,17,4,81,5,6,3,Yes,Yes,No,Yes,Software Engineering,Semester 2
Student 5431,STU5431,19,2,82,1,8,0,Yes,No,No,No,Business,Semester 1
Student 5432,STU5432,19,4,82,4,6,1,Yes,No,Yes,No,Data Science,Semester 3
Student 5433,STU5433,21,3,71,0,6,1,Yes,No,No,No,Data Science,Semester 3
Student 5434,STU5434,20,4,100,2,4,4,Yes,No,No,Yes,Software Engineering,Semester 1
Student 5435,STU5435,22,3,75,3,2,0,Yes,No,No,No,Software Engineering,Semester 1
Student 5436,STU5436,19,6,88,1,3,1,Yes,Yes,Yes,No,Business,Semester 1
Student 5437,STU5437,20,4,75,1,8,2,Yes,No,Yes,Yes,Software Engineering,Semester 1
Student 5438,STU5438,23,2,73,1,5,1,Yes,Yes,Yes,No,Data Science,Semester 3
Student 5439,STU5439,21,2,93,4,8,1,Yes,No,No,No,Software Engineering,Semester 4
Student 5440,STU5440,20,3,94,1,4,1,Yes,Yes,No,No,Business,Semester 3
Student 5441,STU5441,19,4,85,1,5,1,Yes,No,No,No,Business,Semester 2
Student 5442,STU5442,19,5,88,0,5,2,Yes,Yes,No,No,Business,Semester 1
Student 5443,STU5443,19,3,72,2,7,1,Yes,No,No,No,Software Engineering,Semester 2
Student 5444,STU5444,19,3,87,3,5,4,No,No,No,Yes,Engineering,Semester 3
Student 5445,STU5445,22,4,87,2,5,2,Yes,No,No,No,Business,Semester 2
Student 5446,STU5446,20,7,85,1,7,0,Yes,Yes,Yes,No,Engineering,Semester 3
Student 5447,STU5447,18,3,95,0,1,2,Yes,No,No,No,Computer Science,Semester 3
Student 5448,STU5448,24,6,63,2,5,2,Yes,Yes,No,Yes,Business,Semester 2
Student 5449,STU5449,21,3,80,1,2,2,Yes,No,Yes,No,Engineering,Semester 2
Student 5450,STU5450,17,5,93,2,5,3,Yes,No,No,No,Engineering,Semester 4
Student 5451,STU5451,20,2,73,2,4,2,Yes,No,No,Yes,Data Science,Semester 1
Student 5452,STU5452,21,5,87,0,6,0,Yes,Yes,No,No,Engineering,Semester 4
Student 5453,STU5453,24,3,78,0,6,4,Yes,No,No,No,Data Science,Semester 4
Student 5454,STU5454,18,5,82,2,5,2,Yes,No,No,No,Engineering,Semester 3
Student 5455,STU5455,23,5,73,0,3,4,Yes,Yes,Yes,Yes,Engineering,Semester 1
Student 5456,STU5456,24,4,100,0,5,2,Yes,No,Yes,Yes,Computer Science,Semester 1
Student 5457,STU5457,19,4,72,4,7,1,Yes,No,No,No,Engineering,Semester 3
Student 5458,STU5458,20,3,81,3,3,2,Yes,Yes,No,No,Software Engineering,Semester 2
Student 5459,STU5459,18,4,79,1,2,1,No,No,Yes,Yes,Software Engineering,Semester 1
Student 5460,STU5460,20,4,90,1,5,1,No,No,No,Yes,Software Engineering,Semester 1
Student 5461,STU5461,20,7,82,3,2,3,Yes,Yes,No,Yes,Computer Science,Semester 4
Student 5462,STU5462,22,4,69,2,5,2,Yes,No,Yes,No,Engineering,Semester 3
Student 5463,STU5463,23,4,76,0,3,4,Yes,No,No,No,Computer Science,Semester 4
Student 5464,STU5464,19,4,64,1,4,2,Yes,Yes,No,No,Engineering,Semester 2
Student 5465,STU5465,17,3,82,1,6,0,Yes,No,No,No,Data Science,Semester 4
Student 5466,STU5466,21,3,96,1,1,3,Yes,No,No,No,Computer Science,Semester 2
Student 5467,STU5467,21,4,80,2,7,1,Yes,No,Yes,No,Software Engineering,Semester 1
Student 5468,STU5468,21,3,84,2,8,3,No,No,No,Yes,Software Engineering,Semester 3
Student 5469,STU5469,20,2,90,3,8,1,Yes,No,No,No,Software Engineering,Semester 4
Student 5470,STU5470,21,3,76,3,8,2,Yes,No,No,No,Engineering,Semester 4
Student 5471,STU5471,24,4,90,1,9,1,Yes,Yes,Yes,No,Engineering,Semester 1
Student 5472,STU5472,21,3,97,2,5,1,Yes,No,No,No,Computer Science,Semester 2
Student 5473,STU5473,20,5,67,1,7,2,Yes,No,No,Yes,Business,Semester 1
Student 5474,STU5474,19,4,91,0,5,1,Yes,Yes,No,Yes,Engineering,Semester 3
Student 5475,STU5475,20,6,70,5,6,3,Yes,No,No,No,Business,Semester 4
Student 5476,STU5476,24,7,75,0,5,3,Yes,Yes,No,Yes,Business,Semester 1
Student 5477,STU5477,20,3,91,2,2,2,Yes,No,Yes,Yes,Engineering,Semester 2
Student 5478,STU5478,21,2,84,1,2,3,Yes,No,No,No,Computer Science,Semester 4
Student 5479,STU5479,19,2,78,4,8,0,Yes,No,No,No,Business,Semester 3
Student 5480,STU5480,23,3,99,3,5,1,Yes,Yes,Yes,Yes,Computer Science,Semester 4
Student 5481,STU5481,25,5,79,1,8,1,Yes,No,Yes,Yes,Computer Science,Semester 3
Student 5482,STU5482,22,4,90,1,5,3,Yes,Yes,Yes,Yes,Engineering,Semester 3
Student 5483,STU5483,21,4,79,2,3,1,Yes,No,Yes,No,Business,Semester 3
Student 5484,STU5484,21,3,85,2,5,1,Yes,No,No,No,Computer Science,Semester 4
Student 5485,STU5485,17,3,85,2,6,1,Yes,No,Yes,Yes,Business,Semester 3
Student 5486,STU5486,22,4,82,3,8,1,No,No,No,No,Computer Science,Semester 4
Student 5487,STU5487,21,5,70,2,5,2,Yes,No,No,Yes,Engineering,Semester 1
Student 5488,STU5488,21,5,84,2,6,2,Yes,Yes,No,Yes,Computer Science,Semester 3
Student 5489,STU5489,19,1,77,2,5,2,Yes,Yes,No,No,Engineering,Semester 2
Student 5490,STU5490,20,4,78,2,8,1,No,No,No,Yes,Engineering,Semester 4
Student 5491,STU5491,20,4,86,1,8,4,Yes,No,No,No,Business,Semester 3
Student 5492,STU5492,23,3,86,3,4,3,Yes,Yes,Yes,No,Business,Semester 2
Student 5493,STU5493,20,3,76,3,6,3,Yes,No,No,Yes,Business,Semester 4
Student 5494,STU5494,25,4,83,1,3,2,Yes,No,No,No,Data Science,Semester 2
Student 5495,STU5495,21,4,82,2,7,1,Yes,No,Yes,No,Business,Semester 2
Student 5496,STU5496,18,3,75,2,4,1,Yes,No,No,No,Business,Semester 2
Student 5497,STU5497,20,6,75,0,4,3,Yes,No,No,No,Computer Science,Semester 2
Student 5498,STU5498,19,4,75,3,1,3,No,Yes,Yes,No,Data Science,Semester 1
Student 5499,STU5499,17,3,81,2,7,0,Yes,Yes,No,Yes,Data Science,Semester 2
Student 5500,STU5500,24,4,79,2,5,2,Yes,No,No,No,Computer Science,Semester 2
Student 5501,STU5501,22,4,83,3,6,0,Yes,No,No,Yes,Business,Semester 2
Student 5502,STU5502,22,4,75,2,7,2,Yes,No,No,Yes,Software Engineering,Semester 1
Student 5503,STU5503,21,5,80,1,4,3,Yes,No,No,No,Engineering,Semester 4
Student 5504,STU5504,18,3,81,0,3,3,Yes,No,Yes,Yes,Data Science,Semester 3
Student 5505,STU5505,19,4,84,2,6,3,Yes,No,No,Yes,Computer Science,Semester 2
Student 5506,STU5506,22,2,93,2,7,2,Yes,No,No,No,Software Engineering,Semester 1
Student 5507,STU5507,18,5,90,1,6,2,Yes,No,No,No,Engineering,Semester 1
Student 5508,STU5508,17,4,81,0,8,1,Yes,No,Yes,Yes,Software Engineering,Semester 1
Student 5509,STU5509,20,2,69,2,6,1,Yes,No,Yes,Yes,Business,Semester 3
Student 5510,STU5510,20,3,77,0,6,0,Yes,Yes,No,Yes,Computer Science,Semester 1
Student 5511,STU5511,21,4,89,2,7,0,Yes,Yes,No,Yes,Engineering,Semester 2
Student 5512,STU5512,22,5,81,4,5,3,No,No,No,No,Engineering,Semester 2
Student 5513,STU5513,22,5,71,1,3,2,No,No,No,No,Business,Semester 2
Student 5514,STU5514,21,5,80,4,5,2,Yes,No,No,No,Business,Semester 3
Student 5515,STU5515,23,4,78,2,6,2,Yes,No,Yes,No,Business,Semester 1
Student 5516,STU5516,17,4,92,0,4,4,Yes,Yes,Yes,No,Computer Science,Semester 2
Student 5517,STU5517,22,3,77,0,3,1,Yes,Yes,No,No,Data Science,Semester 2
Student 5518,STU5518,22,2,85,0,4,2,Yes,No,No,No,Software Engineering,Semester 4
Student 5519,STU5519,18,3,87,3,7,1,Yes,No,No,No,Computer Science,Semester 4
Student 5520,STU5520,17,4,72,1,6,2,Yes,No,No,No,Computer Science,Semester 4
Student 5521,STU5521,19,3,76,3,5,2,Yes,Yes,No,No,Software Engineering,Semester 2
Student 5522,STU5522,19,3,78,2,3,0,Yes,No,Yes,No,Engineering,Semester 3
Student 5523,STU5523,22,4,83,3,6,2,Yes,No,Yes,No,Software Engineering,Semester 2
Student 5524,STU5524,19,5,77,1,5,1,Yes,No,No,Yes,Business,Semester 1
Student 5525,STU5525,19,4,71,3,6,2,Yes,No,No,No,Engineering,Semester 4
Student 5526,STU5526,19,3,73,1,10,0,Yes,Yes,Yes,No,Computer Science,Semester 1
Student 5527,STU5527,23,2,89,0,6,3,Yes,No,Yes,No,Software Engineering,Semester 4
Student 5528,STU5528,21,4,83,0,5,3,Yes,No,No,No,Computer Science,Semester 3
Student 5529,STU5529,20,1,84,0,3,2,Yes,No,Yes,No,Computer Science,Semester 3
Student 5530,STU5530,20,5,90,1,4,3,Yes,No,No,Yes,Software Engineering,Semester 3
Student 5531,STU5531,23,4,84,3,4,1,Yes,Yes,Yes,No,Computer Science,Semester 1
Student 5532,STU5532,19,6,87,3,7,2,Yes,No,No,Yes,Data Science,Semester 3
Student 5533,STU5533,23,5,87,2,4,1,Yes,No,No,No,Data Science,Semester 3
Student 5534,STU5534,21,4,87,1,3,1,Yes,Yes,Yes,Yes,Computer Science,Semester 4
Student 5535,STU5535,20,3,84,1,6,1,Yes,Yes,No,Yes,Engineering,Semester 1
Student 5536,STU5536,26,3,83,1,4,3,Yes,No,No,Yes,Engineering,Semester 2
Student 5537,STU5537,18,6,78,0,6,1,Yes,Yes,No,No,Engineering,Semester 3
Student 5538,STU5538,20,4,86,1,5,2,No,No,No,Yes,Engineering,Semester 2
Student 5539,STU5539,18,2,84,3,4,1,Yes,No,No,Yes,Data Science,Semester 2
Student 5540,STU5540,23,3,74,4,4,0,Yes,No,No,Yes,Engineering,Semester 2
Student 5541,STU5541,24,5,91,2,6,3,Yes,No,No,Yes,Software Engineering,Semester 2
Student 5542,STU5542,24,5,89,0,5,2,Yes,Yes,No,Yes,Engineering,Semester 3
Student 5543,STU5543,23,4,83,4,3,2,No,Yes,No,Yes,Software Engineering,Semester 3
Student 5544,STU5544,20,5,91,1,3,2,Yes,No,No,No,Data Science,Semester 3
